"phone.number","call.time","duration","connection.id","call.type.id"
"046 046 7698",2021-02-27 14:00:00,2694.87190840485,"70122d79-fa20-40d7-af66-d3d22ee40668",6
"066 425 0664",2021-01-12 12:00:00,3392.15822733583,"692419c7-7093-436a-b1ac-4fa6011ac78e",6
"066 425 0664",2021-02-19 10:00:00,97.1876636395229,"a1d117f6-2a03-4037-97a9-fdc3afce07f3",6
"066 425 0664",2021-04-15 06:00:00,202.695995344533,"8e33cdfe-4cc6-4e57-8fc8-2294bb49d405",6
"029 706 4631",2021-01-17 07:00:00,797.496897936029,"ab3e8974-4fe5-4162-a25a-2f48b475952b",6
"01 227 9959",2021-02-17 10:00:00,793.832528252781,"665a1fcc-166a-4564-b3c2-e8b4f0b6e662",6
"01 227 9959",2021-01-01 05:00:00,173.500405065471,"afdfcdce-fd21-4b57-8e90-4714ce7d8e7f",6
"01 227 9959",2021-03-29 07:00:00,1077.3146871446,"87221e73-c593-4c03-a90e-b3c0a97eba61",6
"0402 108 5643",2021-01-08 16:00:00,726.043914964802,"847759d8-a97f-4af2-a574-2f5f6191a762",6
"0402 108 5643",2021-01-05 07:00:00,2292.10125789369,"793ca5bb-c9db-4fbf-9472-b908093baa29",6
"022 640 7415",2021-01-11 12:00:00,514.65349180084,"b8c9e8fb-088a-4f90-874c-f9a4ef05b3fd",6
"022 640 7415",2021-04-06 09:00:00,698.626818983354,"c54c8e5d-77c4-40ef-93f5-27f7e140c2ab",6
"01 637 6101",2021-02-12 18:00:00,572.941636434321,"7ec4b0ea-815b-43a8-b26d-7bc6f8b5ae70",6
"01 637 6101",2021-02-04 21:00:00,3361.77397333913,"88c70322-23d1-46cf-9ea0-27689aa1bfaf",6
"01 221 8813",2021-03-22 05:00:00,1456.58797260583,"39deb92b-7902-4f6f-aae3-fec43dc30a8b",6
"01 817 6872",2021-02-28 05:00:00,584.957167048723,"8b53596e-8875-489f-9228-c5e0af6fe9d4",6
"01 817 6872",2021-01-06 13:00:00,887.105591495144,"88465e7b-d4a0-4d63-b43a-f3b9ca05778c",6
"01 817 6872",2021-02-18 22:00:00,725.921316498839,"f4fdbafd-0479-4cbc-958d-5a4f73c16fa8",6
"01 979 5106",2021-01-03 14:00:00,390.025729035805,"336ade44-1636-405a-b60f-d17bde56ea1a",6
"01 979 5106",2021-02-15 08:00:00,308.028118629455,"b263660b-f3a4-4a00-937d-ca7e0815dabe",6
"01 979 5106",2021-04-12 22:00:00,1672.00317897921,"1815543b-8187-4b7c-a1a3-9140ffe96a1d",6
"01 979 5106",2021-03-22 14:00:00,631.646954212524,"9c192ed5-091e-4edb-9a2e-dfc1fac84ed4",6
"01 979 5106",2021-04-27 20:00:00,392.898326695234,"0db33fc9-7a12-4dce-9b48-18f7b6b302f4",6
"01 112 1838",2021-04-08 23:00:00,3065.83765298499,"d15fdc52-2ff6-4758-bc61-142cc43736ab",6
"01 112 1838",2021-01-27 17:00:00,658.756191119536,"ac18b4ab-d9fc-490c-be53-3d371557bf29",6
"01 112 1838",2021-04-24 14:00:00,484.358730564862,"7c7d25dd-e105-40eb-9302-6619ace50ce0",6
"01 112 1838",2021-03-14 08:00:00,604.676695259547,"fffb239e-5137-4ab2-b30c-2b9120ec45b7",6
"01 112 1838",2021-01-25 17:00:00,964.709794458025,"dee800af-49aa-4455-8d49-61b29db84f30",6
"01 510 2164",2021-03-14 09:00:00,2288.49702697698,"18e30b55-e5c7-4b48-a234-185296035312",6
"01 510 2164",2021-03-18 10:00:00,438.718098828225,"e9fc850b-e675-4e19-83e5-5b8a6dea8757",6
"01 510 2164",2021-02-03 06:00:00,198.295158221744,"014e3b5a-b04b-45e5-9528-f8b3c2f10fdd",6
"01 510 2164",2021-01-31 20:00:00,1500.88780511045,"fa1568d8-2bb0-4b62-9224-ffe92c659705",6
"056 051 0195",2021-01-02 23:00:00,2640.89273623561,"9efea9d8-49fe-4292-9804-1f7b9bffb3d1",6
"056 051 0195",2021-02-08 19:00:00,1445.87495506823,"72d3745f-93e4-4131-8a7a-7af8fe1f7ee0",6
"056 051 0195",2021-01-15 14:00:00,549.409133494744,"4af442e4-fee6-4f05-b7b5-9097e26243ce",6
"01 106 2284",2021-03-22 22:00:00,1099.8409752114,"4a2edb09-7536-4324-85f9-7aa1763bd4f8",6
"01 106 2284",2021-04-29 09:00:00,719.349042962495,"ebe20815-39d5-4c3e-972a-69d68589c9b6",6
"01 106 2284",2021-01-13 20:00:00,1319.92262458476,"ee7d782b-b89a-4031-a654-9032593a1233",6
"022 567 2566",2021-03-02 15:00:00,3517.43465336631,"56d52f27-f35b-4ff2-8248-67a4530f39a4",6
"022 567 2566",2021-02-11 08:00:00,2055.88500592693,"13769b07-5e0f-4d42-b738-c553758fb0a8",6
"022 567 2566",2021-03-07 15:00:00,899.17168745294,"eedca4b7-0078-49f6-8a2b-ca9e987ed676",6
"01 117 6176",2021-03-23 20:00:00,537.18145001552,"f369cd47-844d-4d00-a9e5-13d46014c351",6
"01 117 6176",2021-01-26 07:00:00,3451.08565332774,"f54e96ed-062c-4576-a7e1-1c992ef0d4df",6
"01 117 6176",2021-04-04 10:00:00,747.202810421928,"c57d6a4c-c8e1-4cf7-9feb-9a28f4c0ec0b",6
"01 117 6176",2021-03-25 17:00:00,715.334862333252,"935da347-00d2-4411-9013-e0bbd79e0a35",6
"01 117 6176",2021-01-01 20:00:00,706.917813741866,"13028944-6d76-48e3-b7dd-d12108ca33b4",6
"01 117 6176",2021-01-25 13:00:00,1872.09615714357,"2a50d995-9b9a-41e0-9d09-04864540ed3e",6
"071 980 4263",2021-01-17 19:00:00,1014.63266626449,"fca26c1d-1b82-49f9-b008-ac0eea2bdcdd",6
"071 980 4263",2021-03-25 10:00:00,731.836532424416,"4df5ae79-ca67-44cb-a88f-56b52afbe725",6
"01 285 2072",2021-02-27 20:00:00,652.61290681125,"dcd9100c-0173-4c7c-b085-bc5f9d3e0092",6
"01 285 2072",2021-02-25 19:00:00,1565.33509311334,"8feda4df-e544-497a-872b-72ba9b1808ee",6
"01 285 2072",2021-03-26 05:00:00,1049.63518813895,"7339b847-f2d6-41ae-9a1d-43dd0f72e365",6
"01 465 2336",2021-01-11 11:00:00,994.032419162283,"b53a3ee5-9bcd-42c1-8d9b-254c38f9e7fc",6
"01 941 3844",2021-01-24 20:00:00,780.376012433699,"7246bb6b-9a5a-403d-83af-d9206e6dc2ac",6
